BDCODTPLA,PLANO DE CONTAS,NUMERO CONTA,NOME CONTA,PARÂMETRO DA SIMULAÇÃO CORRESPONDENTE
2716,2716,4.7.1.1.1.9.01.8,Outras Despesas,Despesas Operacionais
2717,2717,4.7.1.1.1.9.01.9,(-) Recuperação de Despesas Patrimoniais,Despesas Operacionais
2723,2723,4.7.1.2.1.9.01.9,Outras despesas,Despesas Operacionais
2736,2736,4.7.1.8.1.9.01.9,Outras Despesas,Despesas Operacionais
2740,2740,6.1.1.1,IMPOSTO DE RENDA,Receita Total
2741,2741,6.1.1.1.1,IMPOSTO DE RENDA,Receita Total
2742,2742,6.1.1.1.1.9,Imposto de Renda,Receita Total
2743,2743,6.1.1.1.1.9.01,Imposto de Renda da Pessoa Jurídica - IRPJ,Receita Total
2744,2744,6.1.1.1.1.9.01.1,Imposto de Renda da Pessoa Jurídica - IRPJ,Receita Total
2756,2756,6.1.2.1,DESPESAS COM PARTICIPAÇÃO NOS LUCROS E RESULTADOS,Despesas Operacionais
2757,2757,6.1.2.1.1,DESPESAS COM PARTICIPAÇÃO NOS LUCROS E RESULTADOS,Despesas Operacionais
2758,2758,6.1.2.1.1.9,Despesas com Participação nos Lucros e Resultados,Despesas Operacionais
2770,2770,7,CONTAS TRANSITÓRIAS - APURAÇÃO DE CUSTOS,
2771,2771,7.1,APURAÇÃO DE CUSTOS,
2772,2772,7.1.1,APURAÇÃO DE CUSTOS,
2773,2773,7.1.1.1,APURAÇÃO DE CUSTOS COM EVENTOS POR MEIO PRÓPRIO,
2774,2774,7.1.1.1.1,APURAÇÃO DE CUSTOS COM EVENTOS POR MEIO PRÓPRIO,
2775,2775,7.1.1.1.1.9,Apuração de Custos com Eventos por Meio Próprio,
2776,2776,7.1.1.1.1.9.01,Apuração de Custos com Eventos por Meio Próprio,
2777,2777,7.1.1.1.1.9.01.1,Apuração de Custos com Eventos por Meio Próprio,
2778,2778,7.1.1.9,APURAÇÃO DE CUSTOS COM PRESTAÇÃO DE SERVIÇOS,Custo Serviços
2779,2779,7.1.1.9.1,APURAÇÃO DE CUSTOS COM PRESTAÇÃO DE SERVIÇOS,Custo Serviços
2780,2780,7.1.1.9.1.9,Apuração de Custos com Prestação de Serviços,Custo Serviços
2781,2781,7.1.1.9.1.9.01,Apuração de Custos com Prestação de Serviços,Custo Serviços
2782,2782,7.1.1.9.1.9.01.1,Apuração de Custos com Prestação de Serviços,Custo Serviços
661,661,01.1.2.02,(-) RECEITAS DIFERIDAS INCORPORADORAS,Receita Total
662,662,01.1.2.02.001,(-) RECEITAS DIFERIDAS INCORPORADORAS,Receita Total
663,663,01.1.2.02.001.01,(-) Receitas diferidas,Receita Total
21,21,01.1.2.04,CARTÕES DE CRÉDITO,
24,24,01.1.2.05,APLICAÇÕES FINANCEIRAS DE RENDA FIXA,Receita Total
27,27,01.1.2.06,APLICAÇÕES FINANCEIRAS DE RENDA VARIÁVEL,Receita Total
46,46,01.1.2.09.006,PIS a Recuperar,
47,47,01.1.2.09.007,COFINS a Recuperar,
51,51,01.1.2.09.011,INSS a Recuperar,
55,55,01.1.2.11.001,Estoque de Mercadoria Para Revenda,Receita Mercadorias
62,62,01.1.2.12.002,Provisão P/ Créditos de Liquidação Duvidosa,
68,68,01.1.3,DESPESAS DO EXERCÍCIO SEGUINTE,Despesas Operacionais
621,621,01.1.5,CUSTO DE IMÓVEIS EM CONSTRUÇÃO,
622,622,01.1.5.01,CUSTO DE IMÓVEIS EM CONSTRUÇÃO,
623,623,01.1.5.01.001,CUSTO DE IMÓVEIS EM CONSTRUÇÃO,
633,633,01.1.5.01.001.99,Demais despesas da Obra,Despesas Operacionais
634,634,01.1.5.01.002,CUSTOS POR UNIDADE,
84,84,01.2.1.02.002,PIS sobre receitas operacionais,Receita Total
86,86,01.2.1.03.001,Adicionais conversíveis créditos Eletrobrás,
87,87,01.2.1.03.002,Créditos Eletrobrás,
88,88,01.2.1.03.003,Juros sobre créditos Eletrobrás a receber,
637,637,01.2.1.06.001,PIS - Diferido,
638,638,01.2.1.06.002,Cofins - Diferido,
171,171,02.1.3.04.001,INSS a pagar,
180,180,02.1.3.05.005,Provisão INSS 13º,Folha Total
181,181,02.1.3.05.006,Provisão INSS Férias,Folha Total
194,194,02.1.4.03,IMPOSTOS E CONTRIBUIÇÕES S/RECEITAS,Receita Total
196,196,02.1.4.03.002,COFINS a Pagar,
197,197,02.1.4.03.003,PIS a Pagar,
641,641,02.1.6,CONTROLE DE CUSTO ORÇADO,
642,642,02.1.6.01,CONTROLE DE CUSTO ORÇADO,
658,658,02.1.6.01.001,CUSTO ORÇADO,
646,646,02.2.2.01.001,PIS - Diferido,
647,647,02.2.2.01.002,Cofins - Diferido,
652,652,02.3.1,RESULTADO RECEITA DIFERIDA DOS IMÓVEIS VENDIDOS,Receita Total
653,653,02.3.1.01,RECEITA DIFERIDA DOS IMÓVEIS VENDIDOS,Receita Total
656,656,02.3.1.02,(-) CUSTO DIFERIDO DOS IMÓVEIS VENDIDOS,
259,259,03,RECEITAS,Receita Total
260,260,03.1,RECEITAS OPERACIONAIS,Receita Total
261,261,03.1.1,RECEITA BRUTA COM VENDAS E SERVIÇOS,Receita serviços
262,262,03.1.1.01,RECEITA COM VENDAS,Receita Total
263,263,03.1.1.01.001,Vendas de Produtos,Receita Mercadorias
264,264,03.1.1.01.002,Vendas Produtos Fabricação Própria a Prazo,Receita Mercadorias
265,265,03.1.1.01.003,Vendas de Mercadorias,Receita Mercadorias
266,266,03.1.1.01.004,Vendas de Imóveis Próprios,Receita Total
267,267,03.1.1.03,RECEITAS COM SERVIÇOS,Receita serviços
271,271,03.1.1.03.004,Serviços de Faturização,Receita serviços
272,272,03.1.2,DEDUÇÕES DAS RECEITAS C/VENDAS E SERVIÇO,Receita serviços
274,274,03.1.2.01.001,Devoluções de Vendas,Receita Total
276,276,03.1.2.02,IMPOSTOS S/VENDAS E SERVIÇOS,Receita serviços
277,277,03.1.2.02.001,ICMS sobre vendas,Receita Total
278,278,03.1.2.02.002,PIS sobre vendas e serviços,Receita serviços
279,279,03.1.2.02.003,COFINS sobre vendas e serviços,Receita serviços
280,280,03.1.2.02.004,Contribuição social sobre vendas e serviços,Receita serviços
281,281,03.1.2.02.005,IPI sobre vendas e serviços,Receita serviços
282,282,03.1.2.02.006,Simples sobre vendas e serviços,Receita serviços
284,284,03.1.2.02.008,Simples Nacional sobre vendas e serviços,Receita serviços
285,285,03.1.2.02.009,IRPJ sobre vendas e serviços,Receita serviços
286,286,03.1.3,RECEITAS FINANCEIRAS,Receita Total
287,287,03.1.3.01,RECEITAS COM ATUALIZAÇÕES,Receita Total
292,292,03.1.3.02.002,Ganho Real de Aplicações de Renda Fixa,Receita Total
293,293,03.1.3.02.003,Ganho Real de Aplicações de Renda Variável,Receita Total
298,298,03.1.4,RECEITAS COM PARTICIPAÇÕES SOCIETÁRIAS,Receita Total
304,304,03.2,OUTRAS RECEITAS,Receita Total
305,305,03.2.1,OUTRAS RECEITAS,Receita Total
306,306,03.2.1.01,OUTRAS RECEITAS,Receita Total
310,310,03.2.1.01.004,Despesas Recuperadas,Despesas Operacionais
614,614,03.2.1.01.006,Receitas de Aluguel,Receita Total
324,324,03.2.2.01,CUSTO DA ALIENAÇÃO DE INVESTIMENTOS,
325,325,03.2.2.01.001,Custo Alienação Partic Soc Aval Custo Co,
326,326,03.2.2.01.002,Custo Alienação Partic Soc Aval Equiv Pa,
327,327,03.2.2.02,CUSTO DA ALIENAÇÃO DE IMOBILIZADO,
328,328,03.2.2.02.001,Custo da Alienação Máquinas e Equipamentos,
329,329,03.2.2.02.002,Custo da Alienação Móveis e Utensílios,
330,330,03.2.2.02.003,Custo da Alienação Ferramentas,
331,331,03.2.2.02.004,Custo da Alienação Imóveis,
332,332,03.2.2.02.005,Custo da Alienação Veículos,
333,333,03.2.2.02.006,Custo da Alienação Computadores e Periféricos,
334,334,03.2.2.02.007,Custo da Alienação Direito Uso Telefone,
335,335,04,CUSTOS E DESPESAS,Despesas Operacionais
336,336,04.1,CUSTOS,
337,337,04.1.1,CUSTO DAS MERCADORIAS VENDIDAS,Custo Mercadorias
341,341,04.1.1.02.001,Custo Das Mercadorias Vendidas,Custo Mercadorias
342,342,04.1.1.02.002,Compra de Mercadoria para Revenda,Receita Mercadorias
350,350,04.1.2,CUSTO DOS PRODUTOS VENDIDOS,Custo Mercadorias
357,357,04.1.2.03,CUSTOS DAS MATÉRIAS-PRIMAS,
358,358,04.1.2.03.001,Custo Das Matérias-Primas,
376,376,04.1.2.08,CUSTO DA MÃO-DE-OBRA DIRETA,
385,385,04.1.2.08.009,INSS,
387,387,04.1.2.08.011,PIS S/ Folha,Folha Total
409,409,04.1.3,CUSTO DOS SERVIÇOS PRESTADOS,Custo Serviços
416,416,04.1.3.02,CUSTO DA MÃO-DE-OBRA DIRETA,
426,426,04.1.3.02.010,INSS,
428,428,04.1.3.02.012,PIS S/ Folha,Folha Total
433,433,04.1.3.03,OUTROS CUSTOS DOS SERVIÇOS,Custo Serviços
453,453,04.2,DESPESAS OPERACIONAIS,Despesas Operacionais
454,454,04.2.1,DESPESAS ADMINISTRATIVAS,Despesas Operacionais
455,455,04.2.1.01,DESPESAS TRABALHISTAS,Despesas Operacionais
467,467,04.2.1.02.001,INSS,
470,470,04.2.1.02.004,PIS sobre folha,Folha Total
472,472,04.2.1.03,DESPESAS GERAIS,Despesas Operacionais
477,477,04.2.1.03.005,Comissões sobre vendas,Receita Total
506,506,04.2.2,DESPESAS COM VENDAS,Receita Total
507,507,04.2.2.01,DESPESAS TRABALHISTAS,Despesas Operacionais
519,519,04.2.2.02.003,INSS,
521,521,04.2.2.02.005,PIS sobre Folha,Folha Total
522,522,04.2.2.03,DESPESAS GERAIS COM VENDAS,Receita Total
528,528,04.2.2.03.006,Comissões s/ Cartões de Crédito,
533,533,04.2.2.03.011,Despesas de Transporte,Despesas Operacionais
534,534,04.2.2.03.012,Despesas Médicas,Despesas Operacionais
558,558,04.2.3,DESPESAS OPERACIONAIS FINANCEIRAS,Despesas Operacionais
559,559,04.2.3.01,DESPESAS COM ATUALIZAÇÕES,Despesas Operacionais
562,562,04.2.3.02,DESPESAS FINANCEIRAS,Despesas Operacionais
565,565,04.2.3.02.003,Despesas Bancárias,Despesas Operacionais
566,566,04.2.3.02.004,Despesas c/ factoring,Despesas Operacionais
569,569,04.2.4,DESPESAS OPERACIONAIS TRIBUTÁRIAS,Despesas Operacionais
572,572,04.2.4.01.002,PIS sobre receitas operacionais diversas,Receita Total
590,590,04.2.5.01,Prov. crédito de liquidação duvidosa,
591,591,04.2.6,DESPESAS OPERACIONAIS PERDAS C/PART SOC,Despesas Operacionais
594,594,04.2.7,OUTRAS DESPESAS,Despesas Operacionais
14,14,1.1.4,DESPESAS DO EXERCÍCIO SEGUINTE,Despesas Operacionais
427,427,1.1.5.1.002,INSS A COMPENSAR,
59,59,2.1.1.2.001,INSS A PAGAR,
61,61,2.1.1.2.003,PIS S/ FOLHA A PAGAR,Folha Total
213,213,2.1.1.3.003,PROVISÃO INSS S/ FÉRIAS,Folha Total
216,216,2.1.1.3.006,PROVISÃO INSS S/ 13º SALÁRIO,Folha Total
401,401,2.1.1.3.007,PROVISÃO PIS S/ FÉRIAS,Folha Total
402,402,2.1.1.3.008,PROVISÃO PIS S/ 13º SALÁRIO,Folha Total
424,424,2.1.1.4,RENDA ECLESIÁSTICA,Receita Total
170,170,2.1.2.1.002,INSS S/ NF A RECOLHER,
80,80,3,RECEITAS,Receita Total
81,81,3.1,RECEITAS OPERACIONAIS,Receita Total
88,88,3.1.1,RECEITAS OPERACIONAIS ORDINÁRIAS,Receita Total
452,452,3.1.1.1,RECEITAS DÍZIMOS E OFERTAS,Receita Total
187,187,3.1.2,OUTRAS RECEITAS EXTRAORDINÁRIAS,Receita Total
451,451,3.1.2.1,OUTRAS RECEITAS EXTRAORDINÁRIAS,Receita Total
87,87,3.1.3,RECEITAS NÃO OPERACIONAIS EXTRAORDINÁRIAS,Receita Total
453,453,3.1.3.1,RECEITA NA VENDA DE BENS,Receita Mercadorias
89,89,3.1.3.1.001,GANHO NA VENDA DE BENS,Receita Mercadorias
454,454,3.1.3.2,RECEITAS DE DOAÇÕES,Receita Total
455,455,3.1.3.3,RECEITAS FINANCEIRAS,Receita Total
91,91,4,DESPESAS,Despesas Operacionais
92,92,4.1,DESPESAS OPERACIONAIS,Despesas Operacionais
93,93,4.1.1,DESPESAS OPERACIONAIS ORDINÁRIAS,Despesas Operacionais
94,94,4.1.1.1,DESPESAS COM PESSOAL,Despesas Operacionais
415,415,4.1.1.1.006,PIS,
100,100,4.1.1.1.007,INSS,
219,219,4.1.1.1.012,PROVISÃO INSS S/ FÉRIAS,Folha Total
416,416,4.1.1.1.013,PROVISÃO PIS S/ FÉRIAS,Folha Total
222,222,4.1.1.1.016,PROVISÃO INSS S/ 13º SALÁRIO,Folha Total
417,417,4.1.1.1.017,PROVISÃO PIS S/ 13º SALÁRIO,Folha Total
103,103,4.1.1.3,DESPESAS ADMINISTRATIVAS,Despesas Operacionais
437,437,4.1.1.3.035,GASTOS COM CARTÃO DE CRÉDITO,
488,488,4.1.1.3.036,DESPESAS COM CONDOMÍNIO,Despesas Operacionais
648,648,4.1.1.3.043,SEGURO CARTÃO DE CRÉDITO,
136,136,4.1.1.4,"DESPESAS MISSÕES, EVANGELISMO, SOCIAL E EDUCACIONAIS",Despesas Operacionais
139,139,4.1.1.4.003,DESPESAS COM CONVENÇÃO,Despesas Operacionais
140,140,4.1.1.4.004,DESPESAS MISSIONÁRIAS,Despesas Operacionais
129,129,4.1.1.7,DESPESAS TRIBUTÁRIAS,Despesas Operacionais
147,147,4.1.1.8,DESPESAS FINANCEIRAS,Despesas Operacionais
198,198,4.1.1.800.004,TARIFA DE CARTÃO DE CRÉDITO,
153,153,4.1.1.9,DESPESAS NÃO OPERACIONAIS  EXTRAORDINÁRIAS,Despesas Operacionais
154,154,4.1.1.900.001,PERDA NA VENDA DE BENS,Receita Mercadorias
29,29,1.1.1.02.04,FP - CREDITOS A RECEBER,
32,32,1.1.1.02.04.03,FP - Outros créditos a receber,
33,33,1.1.1.02.04.99,FP - (-) Provisão para perdas em créditos a receber,
58,58,1.1.1.05,FP - DESPESAS ANTECIPADAS,Despesas Operacionais
59,59,1.1.1.05.01,FP - DESPESAS DIVERSAS PAGAS ANTECIPADAMENTE,Despesas Operacionais
63,63,1.1.1.05.01.04,FP - Outras despesas pagas antecipadamente a apropriar,Despesas Operacionais
90,90,1.1.2.02.04,OR - CREDITOS A RECEBER,
93,93,1.1.2.02.04.03,OR - Outros créditos a receber,
94,94,1.1.2.02.04.99,OR - (-) Provisão para perdas em créditos a receber,
119,119,1.1.2.05,OR - DESPESAS ANTECIPADAS,Despesas Operacionais
120,120,1.1.2.05.01,OR - DESPESAS DIVERSAS PAGAS ANTECIPADAMENTE,Despesas Operacionais
124,124,1.1.2.05.01.04,OR - Outras despesas pagas antecipadamente a apropriar,Despesas Operacionais
147,147,1.1.3.02.04,FEFC - CREDITOS A RECEBER,
150,150,1.1.3.02.04.03,FEFC - Outros créditos a receber,
151,151,1.1.3.02.04.99,FEFC - (-) Provisão para perdas em créditos a receber,
176,176,1.1.3.05,FEFC - DESPESAS ANTECIPADAS,Despesas Operacionais
177,177,1.1.3.05.01,FEFC - DESPESAS DIVERSAS PAGAS ANTECIPADAMENTE,Despesas Operacionais
180,180,1.1.3.05.01.03,FEFC - Outras despesas pagas antecipadamente a apropriar,Despesas Operacionais
188,188,1.2.1.01.02,FP - CREDITOS A RECEBER EM LONGO PRAZO,
191,191,1.2.1.01.02.99,FP - (-) Provisão para perdas em créditos a receber - LP,
195,195,1.2.1.02,FP - DESPESAS ANTECIPADAS - LP,Despesas Operacionais
196,196,1.2.1.02.01,FP - DESPESAS DIVERSAS PAGAS ANTECIPAMENTE - LP,Despesas Operacionais
200,200,1.2.1.02.01.04,FP - Outras despesas pagas antecipadamente a apropriar - LP,Despesas Operacionais
219,219,1.2.1.04.02,FP - BENS MÓVEIS - ARRENDAMENTO MERCANTIL,Receita Mercadorias
251,251,1.2.1.05.03,FP - SISTEMAS APLICATIVOS - ARRENDAMENTO MERCANTIL,Receita Total
260,260,1.2.2.01.02,OR - CREDITOS A RECEBER EM LONGO PRAZO,
263,263,1.2.2.01.02.99,OR - (-) Provisão para perdas em créditos a receber - LP,
267,267,1.2.2.02,OR - DESPESAS ANTECIPADAS - LP,Despesas Operacionais
268,268,1.2.2.02.01,OR - DESPESAS DIVERSAS PAGAS ANTECIPAMENTE - LP,Despesas Operacionais
272,272,1.2.2.02.01.04,OR - Outras despesas pagas antecipadamente a apropriar - LP,Despesas Operacionais
291,291,1.2.2.04.02,OR - BENS MÓVEIS - ARRENDAMENTO MERCANTIL,Receita Mercadorias
323,323,1.2.2.05.03,OR - SISTEMAS APLICATIVOS - ARRENDAMENTO MERCANTIL,Receita Total
332,332,1.2.3.01.02,FEFC - CREDITOS A RECEBER EM LONGO PRAZO,
335,335,1.2.3.01.02.99,FEFC - (-) Provisão para perdas em créditos a receber - LP,
339,339,1.2.3.02,FEFC - DESPESAS ANTECIPADAS - LP,Despesas Operacionais
340,340,1.2.3.02.01,FEFC - DESPESAS DIVERSAS PAGAS ANTECIPAMENTE - LP,Despesas Operacionais
343,343,1.2.3.02.01.04,FEFC - Outras despesas pagas antecipadamente a apropriar - LP,Despesas Operacionais
362,362,1.2.3.04.02,FEFC - BENS MÓVEIS - ARRENDAMENTO MERCANTIL,Receita Mercadorias
394,394,1.2.3.05.03,FEFC - SISTEMAS APLICATIVOS - ARRENDAMENTO MERCANTIL,Receita Total
415,415,2.1.1.02.02.03,FP - PIS a recolher,
431,431,2.1.1.03.02,FP - ARRENDAMENTO MERCANTIL A PAGAR,Receita Total
432,432,2.1.1.03.02.01,FP - Arrendamento mercantil a pagar,Receita Total
433,433,2.1.1.03.02.99,FP - (-) Encargos financeiros sobre arrendamento mercantil a apropriar,Receita Total
492,492,2.1.2.02.02.03,OR - PIS a recolher,
508,508,2.1.2.03.02,OR - ARRENDAMENTO MERCANTIL A PAGAR,Receita Total
509,509,2.1.2.03.02.01,OR - Arrendamento mercantil a pagar,Receita Total
510,510,2.1.2.03.02.99,OR - (-) Encargos financeiros sobre arrendamento mercantil a apropriar,Receita Total
569,569,2.1.3.02.02.03,FEFC - PIS a recolher,
585,585,2.1.3.03.02,FEFC - ARRENDAMENTO MERCANTIL A PAGAR,Receita Total
586,586,2.1.3.03.02.01,FEFC - Arrendamento mercantil a pagar,Receita Total
587,587,2.1.3.03.02.99,FEFC - (-) Encargos financeiros sobre arrendamento mercantil a apropriar,Receita Total
645,645,2.2.1.03.02,FP - ARRENDAMENTO MERCANTIL - LONGO PRAZO,Receita Total
646,646,2.2.1.03.02.01,FP - Arrendamento mercantil em longo prazo,Receita Total
647,647,2.2.1.03.02.99,FP - (-) Encargos financeiros sobre arrendamento mercantil a apropriar - LP,Receita Total
692,692,2.2.2.03.02,OR - ARRENDAMENTO MERCANTIL - LONGO PRAZO,Receita Total
693,693,2.2.2.03.02.01,OR - Arrendamento mercantil em longo prazo,Receita Total
694,694,2.2.2.03.02.99,OR - (-) Encargos financeiros sobre arrendamento mercantil a apropriar - LP,Receita Total
737,737,2.2.3.03.02,FEFC - ARRENDAMENTO MERCANTIL - LONGO PRAZO,Receita Total
738,738,2.2.3.03.02.01,FEFC - Arrendamento mercantil em longo prazo,Receita Total
739,739,2.2.3.03.02.99,FEFC - (-) Encargos financeiros sobre arrendamento mercantil a apropriar - LP,Receita Total
777,777,3,DESPESAS,Despesas Operacionais
778,778,3.1,DESPESAS DA ATIVIDADE PARTIDÁRIA,Despesas Operacionais
779,779,3.1.1,FP - DESPESAS EFETUADAS COM FUNDO PARTIDÁRIO,Despesas Operacionais
780,780,3.1.1.01,FP - DESPESAS GERAIS E ADMINISTRATIVAS,Despesas Operacionais
781,781,3.1.1.01.01,FP - DESPESAS COM PESSOAL,Despesas Operacionais
782,782,3.1.1.01.01.01,FP - Despesas com Salários e ordenados,Folha Total
783,783,3.1.1.01.01.02,FP - Despesas com Férias,Folha Total
784,784,3.1.1.01.01.03,FP - Despesas com 13º salário,Folha Total
785,785,3.1.1.01.01.04,FP - Despesas com Previdência social,Despesas Operacionais
786,786,3.1.1.01.01.05,FP - Despesas com FGTS,Despesas Operacionais
787,787,3.1.1.01.01.06,FP - Despesas com PIS sobre folha de pagamento,Folha Total
788,788,3.1.1.01.01.07,FP - Despesas com Seguro de vida de empregados,Despesas Operacionais
789,789,3.1.1.01.01.08,FP - Despesas com alimentação do trabalhador,Despesas Operacionais
790,790,3.1.1.01.01.09,FP - Despesas com auxílio-transporte,Despesas Operacionais
791,791,3.1.1.01.01.10,FP - Despesas com assistência médica e social,Despesas Operacionais
792,792,3.1.1.01.01.11,FP - Despesas com rescisão de contrato de trabalho,Despesas Operacionais
793,793,3.1.1.01.01.12,FP - Despesas com Estagiários,Despesas Operacionais
794,794,3.1.1.01.01.13,FP - Outras despesas com pessoal,Despesas Operacionais
795,795,3.1.1.01.02,FP - DESPESAS COM ALUGUÉIS E CONDOMÍNIOS,Despesas Operacionais
796,796,3.1.1.01.02.01,FP - Despesas com Locação de bens móveis,Despesas Operacionais
797,797,3.1.1.01.02.02,FP - Despesas com Locação de bens imóveis,Despesas Operacionais
798,798,3.1.1.01.02.03,FP - Despesas com taxas de condomínios,Despesas Operacionais
799,799,3.1.1.01.03,FP - DESPESAS COM TRANSPORTES E VIAGENS,Despesas Operacionais
800,800,3.1.1.01.03.01,FP - Despesas com Passagens aéreas,Despesas Operacionais
801,801,3.1.1.01.03.02,FP - Despesas com Hospedagens e estadias,Despesas Operacionais
802,802,3.1.1.01.03.03,FP - Despesas com fretamento de aeronaves,Despesas Operacionais
803,803,3.1.1.01.03.04,"FP - Despesas com combustíveis, óleos e lubrificantes",Despesas Operacionais
804,804,3.1.1.01.03.05,FP - Despesas com Transporte rodoviário de passageiros,Despesas Operacionais
805,805,3.1.1.01.03.06,FP - Despesas com Serviços de táxi,Despesas Operacionais
806,806,3.1.1.01.03.07,FP - Despesas com Fretes e carretos,Despesas Operacionais
807,807,3.1.1.01.03.08,FP - Despesas com Pedágios,Despesas Operacionais
808,808,3.1.1.01.03.09,FP - Outras despesas com transportes e viagens,Despesas Operacionais
809,809,3.1.1.01.04,FP - DESPESAS COM SERVIÇOS TÉCNICO-PROFISSIONAIS,Despesas Operacionais
810,810,3.1.1.01.04.01,FP - Despesas com Serviços contábeis,Despesas Operacionais
811,811,3.1.1.01.04.02,FP - Despesas com Serviços de informática,Despesas Operacionais
812,812,3.1.1.01.04.03,FP - Despesas com serviços de consultoria jurídica,Despesas Operacionais
813,813,3.1.1.01.04.04,FP - Despesas com encargos sociais,Despesas Operacionais
814,814,3.1.1.01.04.05,FP - Despesas com Outros serviços técnicos e profissionais,Despesas Operacionais
815,815,3.1.1.01.05,FP - DESPESAS COM MATERIAL DE CONSUMO,Despesas Operacionais
816,816,3.1.1.01.05.01,FP - Despesas com Materiais de expediente,Despesas Operacionais
817,817,3.1.1.01.05.02,FP - Despesas com Materiais impressos,Despesas Operacionais
818,818,3.1.1.01.05.03,FP - Despesas com Materiais de informática,Despesas Operacionais
819,819,3.1.1.01.05.04,FP - Despesas com Materiais de copa e cozinha,Despesas Operacionais
820,820,3.1.1.01.05.05,FP - Despesas com Materiais de limpeza,Despesas Operacionais
821,821,3.1.1.01.05.06,FP - Despesas com Outros materiais de consumo,Despesas Operacionais
822,822,3.1.1.01.06,FP - DESPESAS COM MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,Despesas Operacionais
823,823,3.1.1.01.06.01,FP - Despesas com Materiais de divulgação destinados à comercialização,Despesas Operacionais
824,824,3.1.1.01.06.02,FP - Despesas com Outros materiais para distribuição,Despesas Operacionais
825,825,3.1.1.01.07,FP - DESPESAS COM SERVIÇOS E UTILIDADES,Despesas Operacionais
826,826,3.1.1.01.07.01,FP - Despesas com Energia elétrica,Despesas Operacionais
827,827,3.1.1.01.07.02,FP - Despesas com Água e esgoto,Despesas Operacionais
828,828,3.1.1.01.07.03,FP - Despesas com telecomunicações e internet,Despesas Operacionais
829,829,3.1.1.01.07.04,FP - Despesas com Serviços postais,Despesas Operacionais
830,830,3.1.1.01.07.05,FP - Despesas com Segurança e vigilância,Despesas Operacionais
831,831,3.1.1.01.07.06,FP - Despesas com Serviços de limpeza,Despesas Operacionais
832,832,3.1.1.01.07.07,"FP - Despesas com cópias, encadernações e serviços similares",Despesas Operacionais
833,833,3.1.1.01.07.08,FP - Despesas com Serviços cartorários,Despesas Operacionais
834,834,3.1.1.01.07.09,FP - Despesas com Outros serviços e utilidades,Despesas Operacionais
835,835,3.1.1.01.08,FP - DESPESAS COM TRIBUTOS,Despesas Operacionais
836,836,3.1.1.01.08.01,FP - Despesas com IPTU,Despesas Operacionais
837,837,3.1.1.01.08.02,FP - Despesas com IPVA,Despesas Operacionais
838,838,3.1.1.01.08.03,FP - Despesas com taxas,Despesas Operacionais
839,839,3.1.1.01.08.04,FP - Despesas com Outros tributos,Despesas Operacionais
840,840,3.1.1.01.09,FP - DESPESAS GERAIS,Despesas Operacionais
841,841,3.1.1.01.09.01,FP - Despesas com Assinaturas e aquisições de periódicos,Despesas Operacionais
842,842,3.1.1.01.09.02,FP - Despesas com publicações,Despesas Operacionais
843,843,3.1.1.01.09.03,FP - Despesas com Seguros,Despesas Operacionais
844,844,3.1.1.01.09.04,"FP - Despesas com Manutenção, conservação e reparos de bens",Despesas Operacionais
845,845,3.1.1.01.09.05,FP - Despesas judiciais,Despesas Operacionais
846,846,3.1.1.01.09.06,FP - Outras despesas gerais,Despesas Operacionais
847,847,3.1.1.01.09.07,"FP - Despesas com mensalidades, anuidades e congêneres devidos a organismos internacionais ",Despesas Operacionais
848,848,3.1.1.01.09.08,"FP - Despesas com alimentação, restaurantes e lanchonetes",Despesas Operacionais
849,849,3.1.1.01.10,FP - DESPESAS COM TRANSFERÊNCIAS EFETUADAS - RECURSOS FINANCEIROS,Despesas Operacionais
853,853,3.1.1.02,FP - DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,Despesas Operacionais
854,854,3.1.1.02.01,FP - DESPESAS COM PROPAGANDA INSTITUCIONAL,Despesas Operacionais
855,855,3.1.1.02.01.01,FP - Despesas de rádio e televisão,Despesas Operacionais
856,856,3.1.1.02.01.02,FP - Despesas com eventos promocionais,Despesas Operacionais
857,857,3.1.1.02.01.03,FP - Despesas com produções de audiovisuais,Despesas Operacionais
858,858,3.1.1.02.01.04,FP - Despesas com pesquisas de opinião pública,Despesas Operacionais
859,859,3.1.1.02.01.05,FP - Outras despesas com propaganda doutrinária e política,Despesas Operacionais
860,860,3.1.1.02.02,FP - DESPESAS COM CRIAÇÃO E MANUTENÇÃO DE INSTITUTO OU FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUC,Despesas Operacionais
862,862,3.1.1.02.03,FP - DESPESAS COM ALISTAMENTO,Despesas Operacionais
863,863,3.1.1.02.03.01,FP - Despesas com alistamento de filiados,Despesas Operacionais
864,864,3.1.1.02.04,"FP - DESPESAS COM SEMINÁRIOS, CONGRESSOS E CONVENÇÕES",Despesas Operacionais
865,865,3.1.1.02.04.01,FP - Despesas com seminários,Despesas Operacionais
866,866,3.1.1.02.04.02,FP - Despesas com congressos,Despesas Operacionais
867,867,3.1.1.02.04.03,FP - Despesas com convenções partidárias,Despesas Operacionais
868,868,3.1.1.03,FP - DESPESAS COM FINS ELEITORAIS - FUNDO PARTIDÁRIO,Despesas Operacionais
